,home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
2999,BOS,TB,0,2017,Fenway Park,"Boston, Massachusetts","36,496",,MLB
3000,CLE,MIN,0,2017,Progressive Field,"Cleveland, Ohio","24,452",,MLB
3001,MIA,ATL,0,2017,Marlins Park,"Miami, Florida","20,052",,MLB
3002,TEX,OAK,1,2017,Globe Life Park in Arlington,"Arlington, Texas","35,625",,MLB
3003,CHW,SD,0,2017,Guaranteed Rate Field,"Chicago, Illinois","24,194",,MLB
3004,MIL,NYM,1,2017,Miller Park,"Milwaukee, Wisconsin","28,306",,MLB
3005,KC,BAL,1,2017,Kauffman Stadium,"Kansas City, Missouri","25,467",,MLB
3006,STL,CHC,0,2017,Busch Stadium,"St. Louis, Missouri","47,601",,MLB
3007,COL,LAD,0,2017,Coors Field,"Denver, Colorado","40,146",,MLB
3008,ARI,PIT,1,2017,Chase Field,"Phoenix, Arizona","21,911",,MLB
3009,LAA,DET,1,2017,Angel Stadium,"Anaheim, California","44,311",,MLB
3010,SF,CIN,1,2017,Oracle Park,"San Francisco, California","41,325",,MLB
3011,BOS,TB,1,2017,Fenway Park,"Boston, Massachusetts","35,447",,MLB
3012,TOR,SEA,1,2017,Rogers Centre,"Toronto, Ontario","42,346",,MLB
3013,STL,CHC,1,2017,Busch Stadium,"St. Louis, Missouri","47,882",,MLB
3014,SF,CIN,1,2017,Oracle Park,"San Francisco, California","41,269",,MLB
3015,CLE,MIN,0,2017,Progressive Field,"Cleveland, Ohio","28,379",,MLB
3016,WSH,PHI,1,2017,Nationals Park,"Washington, D.C.","31,473",,MLB
3017,CHW,SD,1,2017,Guaranteed Rate Field,"Chicago, Illinois","29,111",,MLB
3018,MIL,NYM,1,2017,Miller Park,"Milwaukee, Wisconsin","33,849",,MLB
3019,MIA,ATL,0,2017,Marlins Park,"Miami, Florida","26,692",,MLB
3020,KC,BAL,1,2017,Kauffman Stadium,"Kansas City, Missouri","24,662",,MLB
3021,TEX,OAK,1,2017,Globe Life Park in Arlington,"Arlington, Texas","37,898",,MLB
3022,COL,LAD,0,2017,Coors Field,"Denver, Colorado","43,534",,MLB
3023,ARI,PIT,0,2017,Chase Field,"Phoenix, Arizona","31,673",,MLB
3024,LAA,DET,0,2017,Angel Stadium,"Anaheim, California","40,251",,MLB
3025,TOR,SEA,1,2017,Rogers Centre,"Toronto, Ontario","42,030",,MLB
3026,CLE,MIN,1,2017,Progressive Field,"Cleveland, Ohio","23,099",,MLB
3027,MIA,ATL,1,2017,Marlins Park,"Miami, Florida","17,277",,MLB
3028,BOS,TB,0,2017,Fenway Park,"Boston, Massachusetts","35,080",,MLB
3029,WSH,PHI,0,2017,Nationals Park,"Washington, D.C.","31,738",,MLB
3030,NYY,HOU,1,2017,Yankee Stadium,"Bronx, New York",,,MLB
3031,CHW,SD,1,2017,Guaranteed Rate Field,"Chicago, Illinois","22,518",,MLB
3032,MIL,NYM,1,2017,Miller Park,"Milwaukee, Wisconsin","30,623",,MLB
3033,KC,BAL,1,2017,Kauffman Stadium,"Kansas City, Missouri","30,662",,MLB
3034,STL,CHC,1,2017,Busch Stadium,"St. Louis, Missouri","47,925",,MLB
3035,TEX,OAK,1,2017,Globe Life Park in Arlington,"Arlington, Texas","35,157",,MLB
3036,COL,LAD,1,2017,Coors Field,"Denver, Colorado","41,051",,MLB
3037,LAA,DET,1,2017,Angel Stadium,"Anaheim, California","36,215",,MLB
3038,SF,CIN,1,2017,Oracle Park,"San Francisco, California","42,122",,MLB
3039,ARI,PIT,0,2017,Chase Field,"Phoenix, Arizona","34,088",,MLB
3040,WSH,PHI,1,2017,Nationals Park,"Washington, D.C.","30,137",,MLB
3041,NYY,HOU,0,2017,Yankee Stadium,"Bronx, New York","47,883",,MLB
3042,CLE,TB,1,2017,Progressive Field,"Cleveland, Ohio","14,613",,MLB
3043,MIA,HOU,0,2017,Marlins Park,"Miami, Florida","16,448",,MLB
3044,TOR,ATL,0,2017,Rogers Centre,"Toronto, Ontario","29,766",,MLB
3045,ARI,NYM,1,2017,Chase Field,"Phoenix, Arizona","15,988",,MLB
3046,LAA,CHW,1,2017,Angel Stadium,"Anaheim, California","29,445",,MLB
3047,SEA,OAK,1,2017,T-Mobile Park,"Seattle, Washington","15,431",,MLB
3048,SD,MIL,1,2017,Petco Park,"San Diego, California","15,866",,MLB
3049,SF,LAD,1,2017,Oracle Park,"San Francisco, California","41,397",,MLB
3050,TOR,ATL,0,2017,Rogers Centre,"Toronto, Ontario","34,431",,MLB
3051,CLE,TB,0,2017,Progressive Field,"Cleveland, Ohio","18,238",,MLB
3052,PIT,WSH,0,2017,PNC Park,"Pittsburgh, Pennsylvania","16,992",,MLB
3053,DET,BAL,0,2017,Comerica Park,"Detroit, Michigan","25,109",,MLB
3054,MIA,HOU,0,2017,Marlins Park,"Miami, Florida","18,056",,MLB
3055,TEX,PHI,1,2017,Globe Life Park in Arlington,"Arlington, Texas","23,110",,MLB
3056,CHC,CIN,1,2017,Wrigley Field,"Chicago, Illinois","40,653",,MLB
3057,MIN,COL,0,2017,Target Field,"Minneapolis, Minnesota","24,295",,MLB
3058,KC,NYY,0,2017,Kauffman Stadium,"Kansas City, Missouri","30,878",,MLB
3059,STL,BOS,0,2017,Busch Stadium,"St. Louis, Missouri","41,514",,MLB
3060,ARI,NYM,1,2017,Chase Field,"Phoenix, Arizona","17,471",,MLB
3061,LAA,CHW,1,2017,Angel Stadium,"Anaheim, California","36,089",,MLB
3062,SEA,OAK,0,2017,T-Mobile Park,"Seattle, Washington","13,955",,MLB
3063,SD,MIL,0,2017,Petco Park,"San Diego, California","16,657",,MLB
3064,SF,LAD,1,2017,Oracle Park,"San Francisco, California","41,366",,MLB
3065,CLE,TB,0,2017,Progressive Field,"Cleveland, Ohio","22,104",,MLB
3066,MIA,HOU,0,2017,Marlins Park,"Miami, Florida","24,699",,MLB
3067,ARI,NYM,1,2017,Chase Field,"Phoenix, Arizona","19,842",,MLB
3068,SF,LAD,0,2017,Oracle Park,"San Francisco, California","41,588",,MLB
3069,PIT,WSH,1,2017,PNC Park,"Pittsburgh, Pennsylvania","18,803",,MLB
3070,DET,BAL,1,2017,Comerica Park,"Detroit, Michigan","29,722",,MLB
3071,ATL,TOR,1,2017,Truist Park,"Atlanta, Georgia","28,293",,MLB
3072,STL,BOS,0,2017,Busch Stadium,"St. Louis, Missouri","44,365",,MLB
3073,TEX,PHI,1,2017,Globe Life Park in Arlington,"Arlington, Texas","28,703",,MLB
3074,CHC,CIN,1,2017,Wrigley Field,"Chicago, Illinois","38,715",,MLB
3075,KC,NYY,0,2017,Kauffman Stadium,"Kansas City, Missouri","22,899",,MLB
3076,LAA,CHW,1,2017,Angel Stadium,"Anaheim, California","33,234",,MLB
3077,SEA,OAK,1,2017,T-Mobile Park,"Seattle, Washington","14,117",,MLB
3078,SD,MIL,0,2017,Petco Park,"San Diego, California","17,356",,MLB
3079,PIT,WSH,1,2017,PNC Park,"Pittsburgh, Pennsylvania","27,728",,MLB
3080,DET,BAL,1,2017,Comerica Park,"Detroit, Michigan","32,455",,MLB
3081,MIN,COL,0,2017,Target Field,"Minneapolis, Minnesota","20,603",,MLB
3082,TEX,PHI,1,2017,Globe Life Park in Arlington,"Arlington, Texas","35,007",,MLB
3083,CHC,CIN,1,2017,Wrigley Field,"Chicago, Illinois","36,023",,MLB
3084,SD,MIL,0,2017,Petco Park,"San Diego, California","14,359",,MLB
3085,MIN,COL,1,2017,Target Field,"Minneapolis, Minnesota","17,140",,MLB
3086,ATL,TOR,0,2017,Truist Park,"Atlanta, Georgia","25,419",,MLB
3087,KC,NYY,1,2017,Kauffman Stadium,"Kansas City, Missouri","22,803",,MLB
3088,OAK,BOS,1,2017,Oakland Coliseum,"Oakland, California","12,016",,MLB
3089,SEA,CHW,1,2017,T-Mobile Park,"Seattle, Washington","17,757",,MLB
3090,LAD,MIA,1,2017,Dodger Stadium,"Los Angeles, California","41,717",,MLB
3091,CHC,MIL,0,2017,Wrigley Field,"Chicago, Illinois","36,923",,MLB
3092,BAL,TOR,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","31,916",,MLB
3093,PIT,PHI,0,2017,PNC Park,"Pittsburgh, Pennsylvania","25,795",,MLB
3094,DET,TEX,0,2017,Comerica Park,"Detroit, Michigan","33,122",,MLB
3095,CIN,COL,0,2017,Great American Ball Park,"Cincinnati, Ohio","23,184",,MLB
3096,NYM,LAA,1,2017,Citi Field,"Queens, New York","36,542",,MLB
3097,TB,NYY,1,2017,Tropicana Field,"St. Petersburg, Florida","21,146",,MLB
3098,ATL,WSH,1,2017,Truist Park,"Atlanta, Georgia","35,369",,MLB
3099,MIN,KC,1,2017,Target Field,"Minneapolis, Minnesota","23,553",,MLB
3100,HOU,CLE,0,2017,Minute Maid Park,"Houston, Texas","36,446",,MLB
3101,STL,SF,0,2017,Busch Stadium,"St. Louis, Missouri","44,548",,MLB
3102,OAK,BOS,1,2017,Oakland Coliseum,"Oakland, California","24,728",,MLB
3103,SEA,CHW,0,2017,T-Mobile Park,"Seattle, Washington","32,371",,MLB
3104,LAD,MIA,1,2017,Dodger Stadium,"Los Angeles, California","45,034",,MLB
3105,SD,ARI,0,2017,Petco Park,"San Diego, California","22,187",,MLB
3106,OAK,BOS,1,2017,Oakland Coliseum,"Oakland, California","20,235",,MLB
3107,PIT,PHI,1,2017,PNC Park,"Pittsburgh, Pennsylvania","32,572",,MLB
3108,ATL,WSH,1,2017,Truist Park,"Atlanta, Georgia","37,347",,MLB
3109,CIN,COL,1,2017,Great American Ball Park,"Cincinnati, Ohio","25,188",,MLB
3110,HOU,CLE,0,2017,Minute Maid Park,"Houston, Texas","34,698",,MLB
3111,TB,NYY,1,2017,Tropicana Field,"St. Petersburg, Florida","22,864",,MLB
3112,DET,TEX,1,2017,Comerica Park,"Detroit, Michigan","35,166",,MLB
3113,NYM,LAA,1,2017,Citi Field,"Queens, New York","37,264",,MLB
3114,STL,SF,0,2017,Busch Stadium,"St. Louis, Missouri","45,072",,MLB
3115,BAL,TOR,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","45,416",,MLB
3116,SEA,CHW,0,2017,T-Mobile Park,"Seattle, Washington","33,801",,MLB
3117,LAD,MIA,0,2017,Dodger Stadium,"Los Angeles, California","52,850",,MLB
3118,SD,ARI,0,2017,Petco Park,"San Diego, California","29,969",,MLB
3119,CIN,COL,0,2017,Great American Ball Park,"Cincinnati, Ohio","23,352",,MLB
3120,NYM,LAA,0,2017,Citi Field,"Queens, New York","39,501",,MLB
3121,TB,NYY,0,2017,Tropicana Field,"St. Petersburg, Florida","20,873",,MLB
3122,BAL,TOR,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","36,632",,MLB
3123,ATL,WSH,0,2017,Truist Park,"Atlanta, Georgia","32,895",,MLB
3124,PIT,PHI,1,2017,PNC Park,"Pittsburgh, Pennsylvania","24,445",,MLB
3125,HOU,CLE,0,2017,Minute Maid Park,"Houston, Texas","33,476",,MLB
3126,MIN,KC,0,2017,Target Field,"Minneapolis, Minnesota",,,MLB
3127,STL,SF,1,2017,Busch Stadium,"St. Louis, Missouri","47,533",,MLB
3128,CHC,MIL,1,2017,Wrigley Field,"Chicago, Illinois","41,671",,MLB
3129,OAK,BOS,0,2017,Oakland Coliseum,"Oakland, California","20,691",,MLB
3130,SEA,CHW,0,2017,T-Mobile Park,"Seattle, Washington","36,782",,MLB
3131,LAD,MIA,1,2017,Dodger Stadium,"Los Angeles, California","44,646",,MLB
3132,SD,ARI,1,2017,Petco Park,"San Diego, California","27,198",,MLB
3133,MIN,KC,1,2017,Target Field,"Minneapolis, Minnesota","27,852",,MLB
3134,DET,TEX,0,2017,Comerica Park,"Detroit, Michigan","24,080",,MLB
3135,BAL,MIN,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","12,882",,MLB
3136,NYY,KC,1,2017,Yankee Stadium,"Bronx, New York","35,005",,MLB
3137,PHI,COL,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","21,251",,MLB
3138,CIN,CLE,1,2017,Great American Ball Park,"Cincinnati, Ohio","26,794",,MLB
3139,TB,LAA,0,2017,Tropicana Field,"St. Petersburg, Florida","12,249",,MLB
3140,ATL,PIT,1,2017,Truist Park,"Atlanta, Georgia","21,896",,MLB
3141,CHC,SF,0,2017,Wrigley Field,"Chicago, Illinois","36,204",,MLB
3142,HOU,DET,1,2017,Minute Maid Park,"Houston, Texas","22,146",,MLB
3143,ARI,CHW,1,2017,Chase Field,"Phoenix, Arizona","18,333",,MLB
3144,CHC,SF,1,2017,Wrigley Field,"Chicago, Illinois","32,905",,MLB
3145,BAL,MIN,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","13,294",,MLB
3146,NYY,KC,0,2017,Yankee Stadium,"Bronx, New York","35,931",,MLB
3147,WSH,SEA,1,2017,Nationals Park,"Washington, D.C.","29,650",,MLB
3148,PHI,COL,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","17,109",,MLB
3149,BOS,TEX,1,2017,Fenway Park,"Boston, Massachusetts","34,769",,MLB
3150,CIN,CLE,0,2017,Great American Ball Park,"Cincinnati, Ohio","26,334",,MLB
3151,NYM,SD,1,2017,Citi Field,"Queens, New York","24,337",,MLB
3152,TB,LAA,0,2017,Tropicana Field,"St. Petersburg, Florida","9,014",,MLB
3153,ATL,PIT,1,2017,Truist Park,"Atlanta, Georgia","25,040",,MLB
3154,MIL,TOR,0,2017,Miller Park,"Milwaukee, Wisconsin","30,742",,MLB
3155,HOU,DET,1,2017,Minute Maid Park,"Houston, Texas","23,179",,MLB
3156,ARI,CHW,1,2017,Chase Field,"Phoenix, Arizona","17,865",,MLB
3157,LAD,STL,1,2017,Dodger Stadium,"Los Angeles, California","41,248",,MLB
3158,OAK,MIA,0,2017,Oakland Coliseum,"Oakland, California","12,835",,MLB
3159,BAL,MIN,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","32,267",,MLB
3160,MIL,TOR,0,2017,Miller Park,"Milwaukee, Wisconsin","26,607",,MLB
3161,OAK,MIA,1,2017,Oakland Coliseum,"Oakland, California","19,738",,MLB
3162,ARI,CHW,1,2017,Chase Field,"Phoenix, Arizona","18,002",,MLB
3163,CLE,CIN,0,2017,Progressive Field,"Cleveland, Ohio","19,426",,MLB
3164,NYY,KC,1,2017,Yankee Stadium,"Bronx, New York","34,610",,MLB
3165,WSH,SEA,1,2017,Nationals Park,"Washington, D.C.","29,223",,MLB
3166,PHI,COL,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","19,160",,MLB
3167,BOS,TEX,1,2017,Fenway Park,"Boston, Massachusetts","36,089",,MLB
3168,NYM,SD,0,2017,Citi Field,"Queens, New York","23,933",,MLB
3169,TB,LAA,1,2017,Tropicana Field,"St. Petersburg, Florida","9,975",,MLB
3170,ATL,PIT,0,2017,Truist Park,"Atlanta, Georgia","25,981",,MLB
3171,CHC,SF,1,2017,Wrigley Field,"Chicago, Illinois","35,617",,MLB
3172,HOU,DET,0,2017,Minute Maid Park,"Houston, Texas","26,481",,MLB
3173,LAD,STL,0,2017,Dodger Stadium,"Los Angeles, California","40,653",,MLB
3174,WSH,SEA,0,2017,Nationals Park,"Washington, D.C.","18,881",,MLB
3175,ATL,PIT,0,2017,Truist Park,"Atlanta, Georgia","33,713",,MLB
3176,PHI,COL,1,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","18,143",,MLB
3177,TB,LAA,1,2017,Tropicana Field,"St. Petersburg, Florida","9,459",,MLB
3178,CHC,SF,1,2017,Wrigley Field,"Chicago, Illinois","37,513",,MLB
3179,BOS,TEX,1,2017,Fenway Park,"Boston, Massachusetts","33,484",,MLB
3180,NYM,SD,0,2017,Citi Field,"Queens, New York","24,131",,MLB
3181,MIL,ARI,0,2017,Miller Park,"Milwaukee, Wisconsin","30,081",,MLB
3182,HOU,DET,1,2017,Minute Maid Park,"Houston, Texas","25,046",,MLB
3183,LAD,STL,1,2017,Dodger Stadium,"Los Angeles, California","47,427",,MLB
3184,NYY,OAK,0,2017,Yankee Stadium,"Bronx, New York","39,044",,MLB
3185,WSH,SD,1,2017,Nationals Park,"Washington, D.C.","28,606",,MLB
3186,PHI,CIN,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","21,388",,MLB
3187,PIT,NYM,0,2017,PNC Park,"Pittsburgh, Pennsylvania","29,408",,MLB
3188,TOR,TEX,1,2017,Rogers Centre,"Toronto, Ontario","40,754",,MLB
3189,BOS,SEA,1,2017,Fenway Park,"Boston, Massachusetts","35,080",,MLB
3190,CLE,KC,0,2017,Progressive Field,"Cleveland, Ohio","29,603",,MLB
3191,MIA,LAA,1,2017,Marlins Park,"Miami, Florida","18,346",,MLB
3192,MIL,ARI,0,2017,Miller Park,"Milwaukee, Wisconsin","25,391",,MLB
3193,MIN,TB,0,2017,Target Field,"Minneapolis, Minnesota","20,949",,MLB
3194,HOU,BAL,1,2017,Minute Maid Park,"Houston, Texas","31,380",,MLB
3195,CHW,DET,1,2017,Guaranteed Rate Field,"Chicago, Illinois","17,842",,MLB
3196,COL,STL,1,2017,Coors Field,"Denver, Colorado","40,312",,MLB
3197,LAD,CHC,1,2017,Dodger Stadium,"Los Angeles, California","45,017",,MLB
3198,SF,ATL,0,2017,Oracle Park,"San Francisco, California","41,326",,MLB
3199,NYY,OAK,1,2017,Yankee Stadium,"Bronx, New York","40,218",,MLB
3200,TOR,TEX,1,2017,Rogers Centre,"Toronto, Ontario","46,825",,MLB
3201,MIN,TB,1,2017,Target Field,"Minneapolis, Minnesota","27,531",,MLB
3202,CHW,DET,1,2017,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
3203,BOS,SEA,1,2017,Fenway Park,"Boston, Massachusetts","36,985",,MLB
3204,WSH,SD,1,2017,Nationals Park,"Washington, D.C.","37,357",,MLB
3205,PHI,CIN,1,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","30,100",,MLB
3206,CLE,KC,0,2017,Progressive Field,"Cleveland, Ohio","30,920",,MLB
3207,MIL,ARI,1,2017,Miller Park,"Milwaukee, Wisconsin","29,746",,MLB
3208,MIA,LAA,0,2017,Marlins Park,"Miami, Florida","19,366",,MLB
3209,CHW,DET,0,2017,Guaranteed Rate Field,"Chicago, Illinois","26,327",,MLB
3210,HOU,BAL,1,2017,Minute Maid Park,"Houston, Texas","32,761",,MLB
3211,LAD,CHC,1,2017,Dodger Stadium,"Los Angeles, California","48,322",,MLB
3212,PIT,NYM,1,2017,PNC Park,"Pittsburgh, Pennsylvania","31,658",,MLB
3213,COL,STL,0,2017,Coors Field,"Denver, Colorado","48,106",,MLB
3214,SF,ATL,1,2017,Oracle Park,"San Francisco, California","41,355",,MLB
3215,NYY,OAK,1,2017,Yankee Stadium,"Bronx, New York","45,232",,MLB
3216,TOR,TEX,0,2017,Rogers Centre,"Toronto, Ontario","46,188",,MLB
3217,CLE,KC,1,2017,Progressive Field,"Cleveland, Ohio","23,136",,MLB
3218,MIA,LAA,1,2017,Marlins Park,"Miami, Florida","20,444",,MLB
3219,BOS,SEA,0,2017,Fenway Park,"Boston, Massachusetts","37,174",,MLB
3220,WSH,SD,0,2017,Nationals Park,"Washington, D.C.","30,243",,MLB
3221,PHI,CIN,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","25,413",,MLB
3222,CHW,DET,1,2017,Guaranteed Rate Field,"Chicago, Illinois","27,578",,MLB
3223,MIL,ARI,1,2017,Miller Park,"Milwaukee, Wisconsin","41,698",,MLB
3224,MIN,TB,0,2017,Target Field,"Minneapolis, Minnesota","28,951",,MLB
3225,HOU,BAL,1,2017,Minute Maid Park,"Houston, Texas","34,720",,MLB
3226,COL,STL,1,2017,Coors Field,"Denver, Colorado","48,372",,MLB
3227,SF,ATL,1,2017,Oracle Park,"San Francisco, California","42,343",,MLB
3228,LAD,CHC,1,2017,Dodger Stadium,"Los Angeles, California","47,732",,MLB
3229,PIT,NYM,0,2017,PNC Park,"Pittsburgh, Pennsylvania","21,828",,MLB
3230,BAL,NYY,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","40,242",,MLB
3231,CHW,BOS,1,2017,Guaranteed Rate Field,"Chicago, Illinois","27,148",,MLB
3232,MIN,HOU,0,2017,Target Field,"Minneapolis, Minnesota","24,472",,MLB
3233,STL,LAD,0,2017,Busch Stadium,"St. Louis, Missouri","46,241",,MLB
3234,COL,SEA,0,2017,Coors Field,"Denver, Colorado","40,298",,MLB
3235,SF,WSH,0,2017,Oracle Park,"San Francisco, California","41,969",,MLB
3236,PIT,ARI,1,2017,PNC Park,"Pittsburgh, Pennsylvania","16,939",,MLB
3237,CLE,OAK,1,2017,Progressive Field,"Cleveland, Ohio","20,792",,MLB
3238,NYM,MIL,1,2017,Citi Field,"Queens, New York","34,830",,MLB
3239,SD,CHC,1,2017,Petco Park,"San Diego, California","41,414",,MLB
3240,KC,DET,0,2017,Kauffman Stadium,"Kansas City, Missouri","28,419",,MLB
3241,TOR,CIN,1,2017,Rogers Centre,"Toronto, Ontario","29,844",,MLB
3242,MIA,PHI,1,2017,Marlins Park,"Miami, Florida","17,032",,MLB
3243,TEX,TB,0,2017,Globe Life Park in Arlington,"Arlington, Texas","35,914",,MLB
3244,LAA,ATL,0,2017,Angel Stadium,"Anaheim, California","38,251",,MLB
3245,CLE,OAK,1,2017,Progressive Field,"Cleveland, Ohio","14,184",,MLB
3246,STL,LAD,0,2017,Busch Stadium,"St. Louis, Missouri","38,466",,MLB
3247,BAL,NYY,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","16,126",,MLB
3248,PIT,ARI,0,2017,PNC Park,"Pittsburgh, Pennsylvania","14,996",,MLB
3249,TOR,CIN,1,2017,Rogers Centre,"Toronto, Ontario","32,747",,MLB
3250,NYM,MIL,1,2017,Citi Field,"Queens, New York","24,457",,MLB
3251,COL,SEA,0,2017,Coors Field,"Denver, Colorado","33,258",,MLB
3252,MIA,PHI,1,2017,Marlins Park,"Miami, Florida","16,241",,MLB
3253,TEX,TB,1,2017,Globe Life Park in Arlington,"Arlington, Texas","22,942",,MLB
3254,CHW,BOS,0,2017,Guaranteed Rate Field,"Chicago, Illinois","21,852",,MLB
3255,MIN,HOU,0,2017,Target Field,"Minneapolis, Minnesota","22,616",,MLB
3256,KC,DET,1,2017,Kauffman Stadium,"Kansas City, Missouri","21,864",,MLB
3257,SF,WSH,0,2017,Oracle Park,"San Francisco, California","41,266",,MLB
3258,LAA,ATL,1,2017,Angel Stadium,"Anaheim, California","32,028",,MLB
3259,SD,CHC,1,2017,Petco Park,"San Diego, California","33,232",,MLB
3260,PIT,ARI,0,2017,PNC Park,"Pittsburgh, Pennsylvania","20,990",,MLB
3261,TOR,CIN,1,2017,Rogers Centre,"Toronto, Ontario","44,058",,MLB
3262,MIN,HOU,0,2017,Target Field,"Minneapolis, Minnesota","25,593",,MLB
3263,MIA,PHI,1,2017,Marlins Park,"Miami, Florida","15,197",,MLB
3264,SD,CHC,1,2017,Petco Park,"San Diego, California","23,995",,MLB
3265,CLE,OAK,0,2017,Progressive Field,"Cleveland, Ohio","16,784",,MLB
3266,BAL,NYY,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","22,983",,MLB
3267,NYM,MIL,0,2017,Citi Field,"Queens, New York","26,517",,MLB
3268,TEX,TB,0,2017,Globe Life Park in Arlington,"Arlington, Texas","24,410",,MLB
3269,CHW,BOS,0,2017,Guaranteed Rate Field,"Chicago, Illinois","19,075",,MLB
3270,KC,DET,0,2017,Kauffman Stadium,"Kansas City, Missouri","24,347",,MLB
3271,STL,LAD,1,2017,Busch Stadium,"St. Louis, Missouri","40,304",,MLB
3272,LAA,ATL,1,2017,Angel Stadium,"Anaheim, California","35,795",,MLB
3273,SEA,COL,1,2017,T-Mobile Park,"Seattle, Washington","16,750",,MLB
3274,SF,WSH,0,2017,Oracle Park,"San Francisco, California","41,371",,MLB
3275,CLE,OAK,1,2017,Progressive Field,"Cleveland, Ohio","19,767",,MLB
3276,NYM,MIL,0,2017,Citi Field,"Queens, New York","35,123",,MLB
3277,STL,LAD,1,2017,Busch Stadium,"St. Louis, Missouri","40,477",,MLB
3278,SEA,COL,0,2017,T-Mobile Park,"Seattle, Washington","21,536",,MLB
3279,BAL,BOS,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","20,150",,MLB
3280,TOR,NYY,0,2017,Rogers Centre,"Toronto, Ontario","37,722",,MLB
3281,MIA,ARI,0,2017,Marlins Park,"Miami, Florida","16,433",,MLB
3282,LAA,MIN,0,2017,Angel Stadium,"Anaheim, California","33,426",,MLB
3283,CHC,STL,1,2017,Wrigley Field,"Chicago, Illinois","41,051",,MLB
3284,BAL,BOS,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","33,193",,MLB
3285,PHI,SF,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","22,491",,MLB
3286,TOR,NYY,1,2017,Rogers Centre,"Toronto, Ontario","44,261",,MLB
3287,DET,CHW,1,2017,Comerica Park,"Detroit, Michigan","28,619",,MLB
3288,CIN,ATL,1,2017,Great American Ball Park,"Cincinnati, Ohio","27,300",,MLB
3289,NYM,PIT,0,2017,Citi Field,"Queens, New York","33,047",,MLB
3290,MIA,ARI,1,2017,Marlins Park,"Miami, Florida","17,413",,MLB
3291,TEX,HOU,0,2017,Globe Life Park in Arlington,"Arlington, Texas","39,729",,MLB
3292,MIL,LAD,0,2017,Miller Park,"Milwaukee, Wisconsin","30,140",,MLB
3293,KC,CLE,1,2017,Kauffman Stadium,"Kansas City, Missouri","33,408",,MLB
3294,OAK,WSH,0,2017,Oakland Coliseum,"Oakland, California","20,813",,MLB
3295,LAA,MIN,0,2017,Angel Stadium,"Anaheim, California","39,042",,MLB
3296,SEA,TB,1,2017,T-Mobile Park,"Seattle, Washington","27,933",,MLB
3297,SD,COL,1,2017,Petco Park,"San Diego, California","20,932",,MLB
3298,TOR,NYY,0,2017,Rogers Centre,"Toronto, Ontario","47,226",,MLB
3299,KC,CLE,1,2017,Kauffman Stadium,"Kansas City, Missouri","26,497",,MLB
3300,CHC,STL,1,2017,Wrigley Field,"Chicago, Illinois","41,164",,MLB
3301,OAK,WSH,1,2017,Oakland Coliseum,"Oakland, California","23,921",,MLB
3302,PHI,SF,1,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","32,413",,MLB
3303,DET,CHW,1,2017,Comerica Park,"Detroit, Michigan","33,188",,MLB
3304,MIL,LAD,0,2017,Miller Park,"Milwaukee, Wisconsin","34,354",,MLB
3305,CIN,ATL,0,2017,Great American Ball Park,"Cincinnati, Ohio","26,485",,MLB
3306,SD,COL,0,2017,Petco Park,"San Diego, California","20,996",,MLB
3307,MIA,ARI,1,2017,Marlins Park,"Miami, Florida","21,548",,MLB
3308,BAL,BOS,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","35,470",,MLB
3309,TEX,HOU,0,2017,Globe Life Park in Arlington,"Arlington, Texas","44,168",,MLB
3310,NYM,PIT,1,2017,Citi Field,"Queens, New York","34,035",,MLB
3311,LAA,MIN,1,2017,Angel Stadium,"Anaheim, California","40,236",,MLB
3312,SEA,TB,1,2017,T-Mobile Park,"Seattle, Washington","26,995",,MLB
3313,TOR,NYY,1,2017,Rogers Centre,"Toronto, Ontario","46,782",,MLB
3314,DET,CHW,1,2017,Comerica Park,"Detroit, Michigan","30,208",,MLB
3315,CIN,ATL,0,2017,Great American Ball Park,"Cincinnati, Ohio","26,227",,MLB
